Name,Family_size,Status,Location,Age,Budget,Model
CUS11750,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS11751,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS11752,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS11753,5,Low,Single,CD,<40,GLA250 SUV
CUS11754,5,Medium ,Single,CD,<40,GLS450 SUV
CUS11755,5,High,Single,CD,<40,AMG GLE63 SUV
CUS11756,5,Low,Married,CD,<40,GLE350 SUV
CUS11757,5,Medium ,Married,CD,<40,GLS550 SUV
CUS11758,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS11759,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS11760,5,High,Single,LD,>40,AMG GLS63 SUV
CUS11761,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS11762,5,High,Married,LD,>40,G550 SUV
CUS11763,5,Low,Single,CD,>40,GLC300 SUV
CUS11764,5,High,Single,CD,>40,AMG G63 SUV
CUS11765,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS11766,5,High,Married,CD,>40,AMG G65 SUV
CUS11767,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS11768,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS11769,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS11770,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS11771,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS11772,3,Low,Single,CD,<40,C300 Coupe
CUS11773,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS11774,3,Low,Married,CD,<40,CLA250 Coupe
CUS11775,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS11776,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS11777,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS11778,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS11779,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS11780,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS11781,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS11782,3,Low,Single,CD,>40,E400 Coupe
CUS11783,3,Medium ,Single,CD,>40,E550 Coupe
CUS11784,3,High,Single,CD,>40,AMG S63 Coupe
CUS11785,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS11786,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS11787,3,High,Married,CD,>40,AMG S65 Coupe
CUS11788,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS11789,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS11790,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS11791,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS11792,4,Low,Married,LD,<40,AMG C43 Sedan
CUS11793,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS11794,4,High,Married,LD,<40,AMG S63 Sedan
CUS11795,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS11796,4,Low,Married,CD,<40,C300 Sedan
CUS11797,4,High,Married,CD,<40,S550 Sedan
CUS11798,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS11799,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS11800,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS11801,4,High,Married,LD,>40,S600 Sedan
CUS11802,4,High,Single,CD,>40,AMG S65 Sedan
CUS11803,4,Low,Married,CD,>40,E300 Sedan
CUS11804,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS11805,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS11806,2,Low,Single,CD,<40,C300 Cabriolet
CUS11807,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS11808,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS11809,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS11810,2,High,Single,LD,>40,S550 Cabriolet
CUS11811,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS11812,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS11813,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS11814,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS11815,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS11816,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS11817,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS11818,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS11819,5,Low,Single,CD,<40,GLA250 SUV
CUS11820,5,Medium ,Single,CD,<40,GLS450 SUV
CUS11821,5,High,Single,CD,<40,AMG GLE63 SUV
CUS11822,5,Low,Married,CD,<40,GLE350 SUV
CUS11823,5,Medium ,Married,CD,<40,GLS550 SUV
CUS11824,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS11825,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS11826,5,High,Single,LD,>40,AMG GLS63 SUV
CUS11827,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS11828,5,High,Married,LD,>40,G550 SUV
CUS11829,5,Low,Single,CD,>40,GLC300 SUV
CUS11830,5,High,Single,CD,>40,AMG G63 SUV
CUS11831,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS11832,5,High,Married,CD,>40,AMG G65 SUV
CUS11833,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS11834,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS11835,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS11836,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS11837,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS11838,3,Low,Single,CD,<40,C300 Coupe
CUS11839,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS11840,3,Low,Married,CD,<40,CLA250 Coupe
CUS11841,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS11842,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS11843,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS11844,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS11845,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS11846,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS11847,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS11848,3,Low,Single,CD,>40,E400 Coupe
CUS11849,3,Medium ,Single,CD,>40,E550 Coupe
CUS11850,3,High,Single,CD,>40,AMG S63 Coupe
CUS11851,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS11852,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS11853,3,High,Married,CD,>40,AMG S65 Coupe
CUS11854,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS11855,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS11856,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS11857,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS11858,4,Low,Married,LD,<40,AMG C43 Sedan
CUS11859,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS11860,4,High,Married,LD,<40,AMG S63 Sedan
CUS11861,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS11862,4,Low,Married,CD,<40,C300 Sedan
CUS11863,4,High,Married,CD,<40,S550 Sedan
CUS11864,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS11865,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS11866,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS11867,4,High,Married,LD,>40,S600 Sedan
CUS11868,4,High,Single,CD,>40,AMG S65 Sedan
CUS11869,4,Low,Married,CD,>40,E300 Sedan
CUS11870,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS11871,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS11872,2,Low,Single,CD,<40,C300 Cabriolet
CUS11873,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS11874,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS11875,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS11876,2,High,Single,LD,>40,S550 Cabriolet
CUS11877,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS11878,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS11879,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS11880,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS11881,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS11882,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS11883,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS11884,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS11885,5,Low,Single,CD,<40,GLA250 SUV
CUS11886,5,Medium ,Single,CD,<40,GLS450 SUV
CUS11887,5,High,Single,CD,<40,AMG GLE63 SUV
CUS11888,5,Low,Married,CD,<40,GLE350 SUV
CUS11889,5,Medium ,Married,CD,<40,GLS550 SUV
CUS11890,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS11891,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS11892,5,High,Single,LD,>40,AMG GLS63 SUV
CUS11893,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS11894,5,High,Married,LD,>40,G550 SUV
CUS11895,5,Low,Single,CD,>40,GLC300 SUV
CUS11896,5,High,Single,CD,>40,AMG G63 SUV
CUS11897,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS11898,5,High,Married,CD,>40,AMG G65 SUV
CUS11899,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS11900,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS11901,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS11902,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS11903,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS11904,3,Low,Single,CD,<40,C300 Coupe
CUS11905,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS11906,3,Low,Married,CD,<40,CLA250 Coupe
CUS11907,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS11908,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS11909,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS11910,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS11911,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS11912,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS11913,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS11914,3,Low,Single,CD,>40,E400 Coupe
CUS11915,3,Medium ,Single,CD,>40,E550 Coupe
CUS11916,3,High,Single,CD,>40,AMG S63 Coupe
CUS11917,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS11918,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS11919,3,High,Married,CD,>40,AMG S65 Coupe
CUS11920,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS11921,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS11922,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS11923,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS11924,4,Low,Married,LD,<40,AMG C43 Sedan
CUS11925,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS11926,4,High,Married,LD,<40,AMG S63 Sedan
CUS11927,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS11928,4,Low,Married,CD,<40,C300 Sedan
CUS11929,4,High,Married,CD,<40,S550 Sedan
CUS11930,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS11931,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS11932,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS11933,4,High,Married,LD,>40,S600 Sedan
CUS11934,4,High,Single,CD,>40,AMG S65 Sedan
CUS11935,4,Low,Married,CD,>40,E300 Sedan
CUS11936,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS11937,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS11938,2,Low,Single,CD,<40,C300 Cabriolet
CUS11939,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS11940,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS11941,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS11942,2,High,Single,LD,>40,S550 Cabriolet
CUS11943,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS11944,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS11945,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS11946,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS11947,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS11948,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS11949,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS11950,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS11951,5,Low,Single,CD,<40,GLA250 SUV
CUS11952,5,Medium ,Single,CD,<40,GLS450 SUV
CUS11953,5,High,Single,CD,<40,AMG GLE63 SUV
CUS11954,5,Low,Married,CD,<40,GLE350 SUV
CUS11955,5,Medium ,Married,CD,<40,GLS550 SUV
CUS11956,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS11957,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS11958,5,High,Single,LD,>40,AMG GLS63 SUV
CUS11959,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS11960,5,High,Married,LD,>40,G550 SUV
CUS11961,5,Low,Single,CD,>40,GLC300 SUV
CUS11962,5,High,Single,CD,>40,AMG G63 SUV
CUS11963,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS11964,5,High,Married,CD,>40,AMG G65 SUV
CUS11965,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS11966,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS11967,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS11968,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS11969,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS11970,3,Low,Single,CD,<40,C300 Coupe
CUS11971,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS11972,3,Low,Married,CD,<40,CLA250 Coupe
CUS11973,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS11974,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS11975,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS11976,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS11977,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS11978,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS11979,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS11980,3,Low,Single,CD,>40,E400 Coupe
CUS11981,3,Medium ,Single,CD,>40,E550 Coupe
CUS11982,3,High,Single,CD,>40,AMG S63 Coupe
CUS11983,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS11984,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS11985,3,High,Married,CD,>40,AMG S65 Coupe
CUS11986,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS11987,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS11988,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS11989,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS11990,4,Low,Married,LD,<40,AMG C43 Sedan
CUS11991,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS11992,4,High,Married,LD,<40,AMG S63 Sedan
CUS11993,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS11994,4,Low,Married,CD,<40,C300 Sedan
CUS11995,4,High,Married,CD,<40,S550 Sedan
CUS11996,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS11997,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS11998,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS11999,4,High,Married,LD,>40,S600 Sedan
CUS12000,4,High,Single,CD,>40,AMG S65 Sedan
CUS12001,4,Low,Married,CD,>40,E300 Sedan
CUS12002,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS12003,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS12004,2,Low,Single,CD,<40,C300 Cabriolet
CUS12005,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS12006,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS12007,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS12008,2,High,Single,LD,>40,S550 Cabriolet
CUS12009,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS12010,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS12011,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS12012,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS12013,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS12014,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS12015,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS12016,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS12017,5,Low,Single,CD,<40,GLA250 SUV
CUS12018,5,Medium ,Single,CD,<40,GLS450 SUV
CUS12019,5,High,Single,CD,<40,AMG GLE63 SUV
CUS12020,5,Low,Married,CD,<40,GLE350 SUV
CUS12021,5,Medium ,Married,CD,<40,GLS550 SUV
CUS12022,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS12023,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS12024,5,High,Single,LD,>40,AMG GLS63 SUV
CUS12025,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS12026,5,High,Married,LD,>40,G550 SUV
CUS12027,5,Low,Single,CD,>40,GLC300 SUV
CUS12028,5,High,Single,CD,>40,AMG G63 SUV
CUS12029,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS12030,5,High,Married,CD,>40,AMG G65 SUV
CUS12031,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS12032,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS12033,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS12034,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS12035,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS12036,3,Low,Single,CD,<40,C300 Coupe
CUS12037,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS12038,3,Low,Married,CD,<40,CLA250 Coupe
CUS12039,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS12040,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS12041,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS12042,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS12043,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS12044,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS12045,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS12046,3,Low,Single,CD,>40,E400 Coupe
CUS12047,3,Medium ,Single,CD,>40,E550 Coupe
CUS12048,3,High,Single,CD,>40,AMG S63 Coupe
CUS12049,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS12050,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS12051,3,High,Married,CD,>40,AMG S65 Coupe
CUS12052,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS12053,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS12054,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS12055,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS12056,4,Low,Married,LD,<40,AMG C43 Sedan
CUS12057,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS12058,4,High,Married,LD,<40,AMG S63 Sedan
CUS12059,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS12060,4,Low,Married,CD,<40,C300 Sedan
CUS12061,4,High,Married,CD,<40,S550 Sedan
CUS12062,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS12063,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS12064,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS12065,4,High,Married,LD,>40,S600 Sedan
CUS12066,4,High,Single,CD,>40,AMG S65 Sedan
CUS12067,4,Low,Married,CD,>40,E300 Sedan
CUS12068,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS12069,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS12070,2,Low,Single,CD,<40,C300 Cabriolet
CUS12071,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS12072,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS12073,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS12074,2,High,Single,LD,>40,S550 Cabriolet
CUS12075,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS12076,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS12077,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS12078,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS12079,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS12080,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS12081,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS12082,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS12083,5,Low,Single,CD,<40,GLA250 SUV
CUS12084,5,Medium ,Single,CD,<40,GLS450 SUV
CUS12085,5,High,Single,CD,<40,AMG GLE63 SUV
CUS12086,5,Low,Married,CD,<40,GLE350 SUV
CUS12087,5,Medium ,Married,CD,<40,GLS550 SUV
CUS12088,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS12089,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS12090,5,High,Single,LD,>40,AMG GLS63 SUV
CUS12091,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS12092,5,High,Married,LD,>40,G550 SUV
CUS12093,5,Low,Single,CD,>40,GLC300 SUV
CUS12094,5,High,Single,CD,>40,AMG G63 SUV
CUS12095,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS12096,5,High,Married,CD,>40,AMG G65 SUV
CUS12097,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS12098,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS12099,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS12100,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS12101,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS12102,3,Low,Single,CD,<40,C300 Coupe
CUS12103,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS12104,3,Low,Married,CD,<40,CLA250 Coupe
CUS12105,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS12106,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS12107,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS12108,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS12109,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS12110,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS12111,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS12112,3,Low,Single,CD,>40,E400 Coupe
CUS12113,3,Medium ,Single,CD,>40,E550 Coupe
CUS12114,3,High,Single,CD,>40,AMG S63 Coupe
CUS12115,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS12116,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS12117,3,High,Married,CD,>40,AMG S65 Coupe
CUS12118,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS12119,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS12120,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS12121,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS12122,4,Low,Married,LD,<40,AMG C43 Sedan
CUS12123,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS12124,4,High,Married,LD,<40,AMG S63 Sedan
CUS12125,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS12126,4,Low,Married,CD,<40,C300 Sedan
CUS12127,4,High,Married,CD,<40,S550 Sedan
CUS12128,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS12129,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS12130,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS12131,4,High,Married,LD,>40,S600 Sedan
CUS12132,4,High,Single,CD,>40,AMG S65 Sedan
CUS12133,4,Low,Married,CD,>40,E300 Sedan
CUS12134,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS12135,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS12136,2,Low,Single,CD,<40,C300 Cabriolet
CUS12137,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS12138,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS12139,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS12140,2,High,Single,LD,>40,S550 Cabriolet
CUS12141,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS12142,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS12143,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS12144,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS12145,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS12146,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS12147,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS12148,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS12149,5,Low,Single,CD,<40,GLA250 SUV
CUS12150,5,Medium ,Single,CD,<40,GLS450 SUV
CUS12151,5,High,Single,CD,<40,AMG GLE63 SUV
CUS12152,5,Low,Married,CD,<40,GLE350 SUV
CUS12153,5,Medium ,Married,CD,<40,GLS550 SUV
CUS12154,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS12155,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS12156,5,High,Single,LD,>40,AMG GLS63 SUV
CUS12157,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS12158,5,High,Married,LD,>40,G550 SUV
CUS12159,5,Low,Single,CD,>40,GLC300 SUV
CUS12160,5,High,Single,CD,>40,AMG G63 SUV
CUS12161,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS12162,5,High,Married,CD,>40,AMG G65 SUV
CUS12163,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS12164,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS12165,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS12166,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS12167,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS12168,3,Low,Single,CD,<40,C300 Coupe
CUS12169,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS12170,3,Low,Married,CD,<40,CLA250 Coupe
CUS12171,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS12172,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS12173,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS12174,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS12175,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS12176,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS12177,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS12178,3,Low,Single,CD,>40,E400 Coupe
CUS12179,3,Medium ,Single,CD,>40,E550 Coupe
CUS12180,3,High,Single,CD,>40,AMG S63 Coupe
CUS12181,3,Low,Married,CD,>40,AMG CLA45 Coupe
