,Name,Age,Status,Family_size,Location,Budget,Age category,LD_CD,Model
668,CUS1742,48,Married,3,Vermont,50000,40-60,LD,GLC300 4MATIC Coupe
669,CUS1745,37,Married,6,United States Virgin Islands,50000,20-40,LD,GLE 350e 4MATIC SUV
670,CUS1753,31,Married,6,Maine,30000,20-40,LD,GLA 4MATIC SUV
671,CUS1756,20,Married,5,United States Virgin Islands,40000,20-40,LD,GLC300 4MATIC SUV
672,CUS1758,19,Married,4,Indiana,60000,<20,LD,E400 4MATIC WAGON
673,CUS1761,54,Single,4,Iowa,170000,40-60,LD,Mercedes-Maybach S550 4MATIC Sedan
674,CUS1763,27,Single,5,Nebraska,220000,20-40,LD,AMG G65 SUV
675,CUS1767,62,Single,4,District of Columbia,50000,>60,CD,E300 Sedan
676,CUS1770,25,Single,5,Mississippi,30000,20-40,LD,GLA 4MATIC SUV
677,CUS1771,27,Married,2,Mississippi,50000,20-40,LD,C300 4MATIC Cabriolet
678,CUS1784,19,Married,6,Indiana,120000,<20,LD,AMG GLS63 SUV
679,CUS1785,29,Single,3,Hawaii,40000,20-40,LD,C300 4MATIC Coupe
680,CUS1789,35,Married,5,Alabama,140000,20-40,CD,AMG G63 SUV
681,CUS1793,54,Single,5,Michigan,100000,40-60,LD,AMG GLE63 SUV
682,CUS1795,33,Married,2,United States Virgin Islands,180000,20-40,LD,AMG S63 Cabriolet
683,CUS1796,52,Married,6,South Carolina,100000,40-60,LD,AMG GLE63 SUV
684,CUS1801,23,Single,3,Oregon,60000,20-40,LD,AMG GLC43 Coupe
685,CUS1802,29,Married,6,Wisconsin,220000,20-40,LD,AMG G65 SUV
686,CUS1805,31,Single,4,Oklahoma,40000,20-40,LD,C300 4MATIC SEDAN
687,CUS1808,31,Married,2,Kentucky,130000,20-40,LD,S550 Cabriolet
688,CUS1809,44,Married,2,South Carolina,180000,40-60,LD,AMG S63 Cabriolet
689,CUS1811,18,Single,5,Florida,50000,<20,LD,GLE 350e 4MATIC SUV
690,CUS1812,41,Single,3,Washington,160000,40-60,LD,AMG S63 Coupe
691,CUS1813,54,Married,6,Tennessee,90000,40-60,LD,GLS550 SUV
692,CUS1816,48,Married,3,Texas,110000,40-60,LD,AMG GT
693,CUS1818,51,Single,3,North Carolina,160000,40-60,LD,AMG S63 Coupe
694,CUS1819,35,Married,3,Virginia,60000,20-40,LD,AMG GLC43 Coupe
695,CUS1833,33,Married,5,Washington,70000,20-40,LD,AMG GLE43 SUV
696,CUS1834,54,Married,2,Tennessee,250000,40-60,LD,AMG S65 Cabriolet
697,CUS1837,44,Single,6,Ohio,90000,40-60,LD,GLS550 SUV
698,CUS1841,37,Single,4,Massachusetts,50000,20-40,LD,E300 4MATIC Sedan
699,CUS1842,20,Married,6,Vermont,90000,20-40,LD,GLS550 SUV
700,CUS1843,21,Married,4,Ohio,70000,20-40,LD,AMG C63 S Sedan
701,CUS1844,53,Single,6,New York,40000,40-60,LD,GLC300 4MATIC SUV
702,CUS1850,63,Married,5,Mississippi,30000,>60,LD,GLA 4MATIC SUV
703,CUS1854,38,Single,3,Tennessee,40000,20-40,LD,C300 4MATIC Coupe
704,CUS1856,36,Single,3,West Virginia,120000,20-40,LD,S550 4MATIC Coupe
705,CUS1858,49,Single,4,United States Virgin Islands,190000,40-60,LD,Mercedes-Maybach S600 Sedan
706,CUS1860,29,Married,5,New Mexico,140000,20-40,LD,AMG G63 SUV
707,CUS1863,37,Married,6,New Mexico,50000,20-40,LD,GLE 350e 4MATIC SUV
708,CUS1866,33,Married,3,South Dakota,70000,20-40,LD,2016 CLS400 4MATIC Coupe
709,CUS1868,55,Single,3,Puerto Rico,110000,40-60,LD,AMG GT
710,CUS1872,34,Married,6,Pennsylvania,120000,20-40,LD,AMG GLS63 SUV
711,CUS1876,60,Single,4,Alabama,70000,>60,CD,AMG C63 Sedan
712,CUS1877,63,Married,3,Georgia,80000,>60,LD,2016 CLS550 4MATIC Coupe
713,CUS1878,61,Married,6,Ohio,30000,>60,LD,GLA 4MATIC SUV
714,CUS1882,24,Single,3,Missouri,80000,20-40,LD,2016 CLS550 4MATIC Coupe
715,CUS1885,29,Single,5,New Jersey,30000,20-40,LD,GLA 4MATIC SUV
716,CUS1887,65,Married,5,Georgia,110000,>60,LD,AMG GLE63 S SUV
717,CUS1889,45,Single,3,Florida,70000,40-60,LD,CLS550 Coupe
718,CUS1890,50,Single,6,Ohio,70000,40-60,LD,GLS450 SUV
719,CUS1892,55,Single,4,Connecticut,140000,40-60,CD,AMG S63 Sedan
720,CUS1893,21,Married,6,Michigan,220000,20-40,LD,AMG G65 SUV
721,CUS1897,45,Married,6,Oregon,50000,40-60,LD,GLE 350e 4MATIC SUV
722,CUS1898,42,Married,3,New Mexico,60000,40-60,LD,E400 Cabriolet
723,CUS1900,46,Single,3,Northern Mariana Islands,60000,40-60,LD,E550 Coupe
724,CUS1907,28,Married,6,Pennsylvania,90000,20-40,LD,GLS550 SUV
725,CUS1910,59,Single,4,Idaho,50000,40-60,LD,E300 4MATIC Sedan
726,CUS1911,59,Married,2,Pennsylvania,180000,40-60,LD,AMG S63 Cabriolet
727,CUS1914,65,Married,3,Tennessee,60000,>60,LD,E400 Cabriolet
728,CUS1918,27,Married,6,New Jersey,140000,20-40,LD,AMG G63 SUV
729,CUS1919,51,Married,6,Montana,100000,40-60,LD,AMG GLE63 SUV
730,CUS1920,61,Single,6,Montana,70000,>60,LD,GLS450 SUV
731,CUS1921,39,Married,2,New Hampshire,80000,20-40,LD,AMG C63 S Cabriolet
732,CUS1922,24,Married,6,American Samoa,140000,20-40,CD,AMG G63 SUV
733,CUS1925,23,Married,5,Montana,50000,20-40,LD,GLE 350e 4MATIC SUV
734,CUS1926,40,Single,5,California,110000,40-60,CD,AMG GLE63 S SUV
735,CUS1928,47,Single,6,Colorado,110000,40-60,CD,AMG GLE63 S SUV
736,CUS1930,49,Married,6,Oklahoma,50000,40-60,LD,GLE 350e 4MATIC SUV
737,CUS1934,28,Married,6,Nebraska,120000,20-40,LD,AMG GLS63 SUV
738,CUS1938,61,Single,4,Puerto Rico,40000,>60,LD,C300 4MATIC SEDAN
739,CUS1941,42,Single,5,Kansas,70000,40-60,LD,GLS450 SUV
740,CUS1943,33,Married,5,Arizona,140000,20-40,CD,AMG G63 SUV
741,CUS1944,34,Married,3,Virginia,160000,20-40,LD,AMG S63 Coupe
742,CUS1945,48,Married,2,Mississippi,50000,40-60,LD,C300 4MATIC Cabriolet
743,CUS1950,53,Married,2,Virginia,130000,40-60,LD,S550 Cabriolet
744,CUS1955,43,Married,3,Oklahoma,160000,40-60,LD,AMG S63 Coupe
745,CUS1957,23,Single,3,Wisconsin,130000,20-40,LD,AMG GT S
746,CUS1958,43,Married,6,New Jersey,70000,40-60,LD,GLS450 SUV
747,CUS1959,56,Married,5,Pennsylvania,220000,40-60,LD,AMG G65 SUV
748,CUS1962,36,Married,4,Massachusetts,100000,20-40,LD,S550 4MATIC Sedan
749,CUS1964,30,Married,6,Texas,220000,20-40,LD,AMG G65 SUV
750,CUS1965,38,Married,3,Tennessee,130000,20-40,LD,AMG GT S
751,CUS1966,36,Married,6,Maine,30000,20-40,LD,GLA 4MATIC SUV
752,CUS1968,34,Married,6,Arkansas,90000,20-40,CD,GLS550 SUV
753,CUS1971,43,Married,5,South Dakota,100000,40-60,LD,AMG GLE63 SUV
754,CUS1973,41,Married,3,Guam,70000,40-60,LD,CLS550 Coupe
755,CUS1975,30,Single,6,North Dakota,30000,20-40,LD,GLA 4MATIC SUV
756,CUS1977,22,Married,3,Nebraska,60000,20-40,LD,AMG GLC43 Coupe
757,CUS1979,37,Married,4,South Carolina,40000,20-40,LD,C300 4MATIC SEDAN
758,CUS1981,35,Married,5,North Dakota,120000,20-40,LD,AMG GLS63 SUV
759,CUS1982,32,Married,4,Wisconsin,170000,20-40,LD,Mercedes-Maybach S550 4MATIC Sedan
760,CUS1985,18,Single,4,Michigan,140000,<20,LD,AMG S63 Sedan
761,CUS1986,54,Married,5,Wyoming,120000,40-60,LD,G550 SUV
762,CUS1987,63,Single,5,Indiana,100000,>60,LD,AMG GLE63 SUV
763,CUS1988,46,Single,6,New York,50000,40-60,LD,GLE 350e 4MATIC SUV
764,CUS1990,56,Married,3,Maryland,70000,40-60,LD,CLS550 Coupe
765,CUS1993,43,Single,4,Arkansas,230000,40-60,CD,AMG S65 Sedan
766,CUS1994,22,Married,6,South Dakota,110000,20-40,LD,AMG GLE63 S SUV
767,CUS2002,49,Single,5,Michigan,90000,40-60,LD,GLS550 SUV
768,CUS2008,54,Single,3,Mississippi,30000,40-60,LD,CLA250 4MATIC Coupe
769,CUS2011,61,Married,5,Northern Mariana Islands,140000,>60,LD,AMG G63 SUV
770,CUS2012,23,Married,4,Oklahoma,60000,20-40,LD,E400 4MATIC WAGON
771,CUS2014,42,Single,5,Pennsylvania,110000,40-60,LD,AMG GLE63 S SUV
772,CUS2016,64,Married,4,Kansas,190000,>60,LD,Mercedes-Maybach S600 Sedan
773,CUS2017,39,Single,4,Massachusetts,40000,20-40,LD,C300 4MATIC SEDAN
774,CUS2019,59,Married,4,Mississippi,70000,40-60,LD,AMG C63 Sedan
775,CUS2020,55,Married,6,American Samoa,110000,40-60,CD,AMG GLE63 S SUV
776,CUS2029,61,Married,3,Alaska,110000,>60,CD,AMG GLC63 S Coupe
777,CUS2032,51,Single,3,Rhode Island,30000,40-60,LD,CLA250 4MATIC Coupe
778,CUS2035,39,Married,4,New Jersey,230000,20-40,LD,AMG S65 Sedan
779,CUS2036,27,Married,6,Colorado,30000,20-40,CD,GLA SUV
780,CUS2037,61,Married,3,Alabama,30000,>60,CD,CLA250 Coupe
781,CUS2039,52,Single,3,Maryland,160000,40-60,LD,AMG S63 Coupe
782,CUS2041,48,Married,3,United States Virgin Islands,120000,40-60,LD,S550 4MATIC Coupe
783,CUS2044,18,Single,3,California,70000,<20,CD,2016 CLS400 Coupe
784,CUS2048,52,Married,5,Kentucky,70000,40-60,LD,GLS450 SUV
785,CUS2053,25,Single,3,Wyoming,50000,20-40,LD,GLC300 4MATIC Coupe
786,CUS2054,24,Married,6,Oregon,30000,20-40,LD,GLA 4MATIC SUV
787,CUS2055,56,Married,5,North Carolina,100000,40-60,LD,AMG GLE63 SUV
788,CUS2057,50,Married,2,Utah,80000,40-60,LD,AMG C63 S Cabriolet
789,CUS2058,56,Married,6,Alabama,120000,40-60,CD,G550 SUV
790,CUS2059,45,Single,6,Indiana,30000,40-60,LD,GLA 4MATIC SUV
791,CUS2061,62,Single,5,Washington,220000,>60,LD,AMG G65 SUV
792,CUS2062,49,Married,4,Missouri,100000,40-60,LD,S550 4MATIC Sedan
793,CUS2065,57,Married,6,American Samoa,110000,40-60,CD,AMG GLE63 S SUV
794,CUS2066,45,Single,3,North Carolina,240000,40-60,LD,AMG S65 Coupe
795,CUS2069,34,Married,5,Louisiana,50000,20-40,LD,GLE 350e 4MATIC SUV
796,CUS2072,37,Single,4,Wisconsin,40000,20-40,LD,C300 4MATIC SEDAN
797,CUS2075,35,Married,3,Massachusetts,50000,20-40,LD,GLC300 4MATIC Coupe
798,CUS2078,49,Single,5,Maine,220000,40-60,LD,AMG G65 SUV
799,CUS2081,43,Married,4,Michigan,40000,40-60,LD,C300 4MATIC SEDAN
800,CUS2083,20,Single,2,Illinois,90000,20-40,LD,SL 450 Roadster
801,CUS2085,59,Married,2,Louisiana,80000,40-60,LD,AMG C63 S Cabriolet
802,CUS2087,18,Single,5,Pennsylvania,100000,<20,LD,AMG GLE63 SUV
803,CUS2089,64,Single,3,Virginia,80000,>60,LD,2016 CLS550 4MATIC Coupe
804,CUS2101,46,Married,6,Massachusetts,40000,40-60,LD,GLC300 4MATIC SUV
805,CUS2106,20,Single,2,North Dakota,110000,20-40,LD,SL 550 Roadster
806,CUS2108,41,Married,5,New York,100000,40-60,LD,AMG GLE63 SUV
807,CUS2109,18,Single,2,Alaska,60000,<20,CD,AMG SLC43 Roadster
808,CUS2110,60,Single,5,Oregon,140000,>60,LD,AMG G63 SUV
809,CUS2111,62,Married,6,District of Columbia,120000,>60,CD,G550 SUV
810,CUS2112,43,Married,6,Texas,70000,40-60,LD,GLS450 SUV
811,CUS2115,56,Married,3,Florida,40000,40-60,LD,C300 4MATIC Coupe
812,CUS2116,38,Single,4,North Carolina,40000,20-40,LD,C300 4MATIC SEDAN
813,CUS2117,31,Married,3,Mississippi,240000,20-40,LD,AMG S65 Coupe
814,CUS2120,48,Single,6,Puerto Rico,140000,40-60,LD,AMG G63 SUV
815,CUS2123,21,Married,3,Arizona,50000,20-40,CD,AMG CLA45 Coupe
816,CUS2124,47,Single,6,Georgia,140000,40-60,LD,AMG G63 SUV
817,CUS2130,28,Single,4,Alaska,70000,20-40,CD,AMG C63 S Sedan
818,CUS2131,61,Single,6,Georgia,70000,>60,LD,GLS450 SUV
819,CUS2132,20,Married,3,Tennessee,240000,20-40,LD,AMG S65 Coupe
820,CUS2134,43,Single,5,Oregon,120000,40-60,LD,G550 SUV
821,CUS2136,56,Single,5,Nebraska,110000,40-60,LD,AMG GLE63 S SUV
822,CUS2137,61,Single,3,Wyoming,120000,>60,LD,S550 4MATIC Coupe
823,CUS2141,22,Married,3,North Carolina,120000,20-40,LD,S550 4MATIC Coupe
824,CUS2145,31,Married,2,Michigan,50000,20-40,LD,C300 4MATIC Cabriolet
825,CUS2150,53,Married,2,District of Columbia,180000,40-60,CD,AMG S63 Cabriolet
826,CUS2151,41,Single,4,Minnesota,170000,40-60,LD,Mercedes-Maybach S550 4MATIC Sedan
827,CUS2153,56,Married,5,California,140000,40-60,CD,AMG G63 SUV
828,CUS2156,34,Single,5,West Virginia,100000,20-40,LD,AMG GLE63 SUV
829,CUS2158,18,Single,3,Texas,120000,<20,LD,S550 4MATIC Coupe
830,CUS2159,21,Single,2,Michigan,90000,20-40,LD,SL 450 Roadster
831,CUS2160,64,Single,5,District of Columbia,120000,>60,CD,G550 SUV
832,CUS2165,50,Single,6,Arizona,40000,40-60,CD,GLC300 SUV
833,CUS2168,61,Married,5,Vermont,120000,>60,LD,G550 SUV
834,CUS2171,41,Married,2,California,50000,40-60,CD,C300 Cabriolet
835,CUS2177,24,Single,6,Montana,100000,20-40,LD,AMG GLE63 SUV
836,CUS2178,65,Single,5,New York,40000,>60,LD,GLC300 4MATIC SUV
837,CUS2179,18,Single,3,American Samoa,60000,<20,CD,AMG C43 Coupe
838,CUS2187,40,Married,2,Colorado,250000,40-60,CD,AMG S65 Cabriolet
839,CUS2191,40,Married,5,New York,110000,40-60,LD,AMG GLE63 S SUV
840,CUS2194,65,Single,2,Tennessee,150000,>60,LD,AMG SL63Roadster
841,CUS2198,43,Married,3,Montana,80000,40-60,LD,2016 CLS550 4MATIC Coupe
842,CUS2199,50,Single,6,North Dakota,110000,40-60,LD,AMG GLE63 S SUV
843,CUS2203,33,Single,6,Virginia,100000,20-40,LD,AMG GLE63 SUV
844,CUS2204,21,Married,4,Hawaii,190000,20-40,LD,Mercedes-Maybach S600 Sedan
845,CUS2208,50,Married,2,South Carolina,130000,40-60,LD,S550 Cabriolet
846,CUS2209,41,Married,3,Utah,30000,40-60,LD,CLA250 4MATIC Coupe
847,CUS2217,36,Single,4,South Dakota,60000,20-40,LD,E400 4MATIC WAGON
848,CUS2219,42,Single,4,Alabama,190000,40-60,CD,Mercedes-Maybach S600 Sedan
849,CUS2228,63,Married,3,Georgia,240000,>60,LD,AMG S65 Coupe
850,CUS2230,57,Single,4,Mississippi,230000,40-60,LD,AMG S65 Sedan
851,CUS2232,30,Married,4,Ohio,170000,20-40,LD,Mercedes-Maybach S550 4MATIC Sedan
852,CUS2240,37,Single,5,Arkansas,140000,20-40,CD,AMG G63 SUV
853,CUS2241,49,Married,5,Ohio,50000,40-60,LD,GLE 350e 4MATIC SUV
854,CUS2243,48,Single,5,Missouri,110000,40-60,LD,AMG GLE63 S SUV
855,CUS2244,37,Married,6,Kentucky,140000,20-40,LD,AMG G63 SUV
856,CUS2247,52,Single,5,Wyoming,120000,40-60,LD,G550 SUV
857,CUS2248,27,Single,5,Rhode Island,220000,20-40,LD,AMG G65 SUV
858,CUS2249,42,Single,4,Arkansas,50000,40-60,CD,E300 Sedan
859,CUS2252,61,Married,3,New York,80000,>60,LD,2016 CLS550 4MATIC Coupe
860,CUS2256,36,Single,3,North Carolina,30000,20-40,LD,CLA250 4MATIC Coupe
861,CUS2257,61,Single,5,Illinois,110000,>60,LD,AMG GLE63 S SUV
862,CUS2260,48,Single,5,Montana,220000,40-60,LD,AMG G65 SUV
863,CUS2269,34,Single,6,Montana,70000,20-40,LD,AMG GLE43 SUV
864,CUS2270,57,Married,3,Arkansas,80000,40-60,CD,AMG C63 S Coupe
865,CUS2273,43,Married,3,Northern Mariana Islands,30000,40-60,LD,CLA250 4MATIC Coupe
866,CUS2278,49,Single,3,North Carolina,50000,40-60,LD,GLC300 4MATIC Coupe
867,CUS2279,42,Married,2,American Samoa,80000,40-60,CD,AMG C63 S Cabriolet
868,CUS2281,46,Married,2,Arizona,180000,40-60,CD,AMG S63 Cabriolet
869,CUS2282,39,Married,2,Florida,70000,20-40,LD,AMG C63 Cabriolet
870,CUS2284,42,Married,5,New York,40000,40-60,LD,GLC300 4MATIC SUV
871,CUS2290,27,Single,4,Michigan,70000,20-40,LD,AMG C63 S Sedan
872,CUS2294,64,Married,3,United States Virgin Islands,40000,>60,LD,C300 4MATIC Coupe
873,CUS2295,25,Single,4,Guam,60000,20-40,LD,E400 4MATIC WAGON
874,CUS2296,65,Married,6,Massachusetts,220000,>60,LD,AMG G65 SUV
875,CUS2303,21,Married,4,Northern Mariana Islands,70000,20-40,LD,AMG C63 S Sedan
876,CUS2304,20,Single,4,Virginia,60000,20-40,LD,E400 4MATIC WAGON
877,CUS2305,29,Single,3,California,70000,20-40,CD,2016 CLS400 Coupe
878,CUS2307,40,Married,6,United States Virgin Islands,140000,40-60,LD,AMG G63 SUV
879,CUS2313,27,Married,2,Massachusetts,180000,20-40,LD,AMG S63 Cabriolet
880,CUS2315,25,Single,4,Idaho,140000,20-40,LD,AMG S63 Sedan
881,CUS2318,36,Single,3,Pennsylvania,40000,20-40,LD,C300 4MATIC Coupe
882,CUS2321,65,Married,5,Ohio,110000,>60,LD,AMG GLE63 S SUV
883,CUS2324,39,Single,6,Washington,140000,20-40,LD,AMG G63 SUV
884,CUS2325,18,Married,4,Illinois,140000,<20,LD,AMG S63 Sedan
885,CUS2328,65,Married,5,Guam,110000,>60,LD,AMG GLE63 S SUV
886,CUS2329,26,Married,3,Delaware,120000,20-40,CD,S550 4MATIC Coupe
887,CUS2331,35,Married,6,Wyoming,50000,20-40,LD,GLE 350e 4MATIC SUV
888,CUS2334,40,Married,5,New Hampshire,30000,40-60,LD,GLA 4MATIC SUV
889,CUS2335,61,Single,5,Florida,70000,>60,LD,GLS450 SUV
890,CUS2337,22,Married,2,Nebraska,70000,20-40,LD,AMG C63 Cabriolet
891,CUS2338,57,Married,4,United States Virgin Islands,70000,40-60,LD,AMG C63 Sedan
892,CUS2339,50,Married,3,Nebraska,240000,40-60,LD,AMG S65 Coupe
893,CUS2340,63,Married,3,Guam,80000,>60,LD,2016 CLS550 4MATIC Coupe
894,CUS2342,45,Single,4,Connecticut,230000,40-60,CD,AMG S65 Sedan
895,CUS2344,58,Single,3,Ohio,240000,40-60,LD,AMG S65 Coupe
896,CUS2345,56,Single,3,New Hampshire,70000,40-60,LD,CLS550 Coupe
897,CUS2346,58,Married,6,Virginia,110000,40-60,LD,AMG GLE63 S SUV
898,CUS2347,36,Single,6,Iowa,110000,20-40,LD,AMG GLE63 S SUV
899,CUS2349,64,Married,5,Rhode Island,50000,>60,LD,GLE 350e 4MATIC SUV
900,CUS2350,37,Single,3,Arkansas,130000,20-40,CD,AMG GT S
901,CUS2353,54,Married,6,Kentucky,120000,40-60,LD,G550 SUV
902,CUS2355,23,Single,5,Utah,120000,20-40,LD,AMG GLS63 SUV
903,CUS2359,52,Married,5,Tennessee,120000,40-60,LD,G550 SUV
904,CUS2361,60,Married,3,Hawaii,120000,>60,LD,S550 4MATIC Coupe
905,CUS2362,52,Single,5,Northern Mariana Islands,50000,40-60,LD,GLE 350e 4MATIC SUV
906,CUS2364,43,Single,3,Hawaii,160000,40-60,LD,AMG S63 Coupe
907,CUS2368,50,Single,4,South Dakota,140000,40-60,LD,AMG S63 Sedan
908,CUS2372,24,Single,3,Maine,240000,20-40,LD,AMG S65 Coupe
909,CUS2375,23,Married,4,Oregon,170000,20-40,LD,Mercedes-Maybach S550 4MATIC Sedan
910,CUS2377,20,Single,4,United States Virgin Islands,230000,20-40,LD,AMG S65 Sedan
911,CUS2378,55,Single,3,New Mexico,70000,40-60,LD,CLS550 Coupe
912,CUS2383,20,Married,5,North Dakota,140000,20-40,LD,AMG G63 SUV
913,CUS2384,37,Married,5,South Dakota,110000,20-40,LD,AMG GLE63 S SUV
914,CUS2385,59,Married,3,California,30000,40-60,CD,CLA250 Coupe
915,CUS2386,53,Married,6,New York,110000,40-60,LD,AMG GLE63 S SUV
916,CUS2392,62,Single,4,Texas,70000,>60,LD,AMG E43 Sedan
917,CUS2393,57,Single,4,Delaware,190000,40-60,CD,Mercedes-Maybach S600 Sedan
918,CUS2394,60,Single,4,Rhode Island,170000,>60,LD,Mercedes-Maybach S550 4MATIC Sedan
919,CUS2397,23,Married,2,Nevada,180000,20-40,LD,AMG S63 Cabriolet
920,CUS2402,39,Married,5,New Hampshire,70000,20-40,LD,AMG GLE43 SUV
921,CUS2405,62,Married,3,Puerto Rico,60000,>60,LD,E400 Cabriolet
922,CUS2407,28,Married,4,Wisconsin,190000,20-40,LD,Mercedes-Maybach S600 Sedan
923,CUS2409,24,Married,3,Idaho,50000,20-40,LD,GLC300 4MATIC Coupe
924,CUS2411,56,Single,5,Ohio,70000,40-60,LD,GLS450 SUV
925,CUS2414,29,Married,4,Utah,170000,20-40,LD,Mercedes-Maybach S550 4MATIC Sedan
926,CUS2418,42,Married,3,Maryland,50000,40-60,LD,GLC300 4MATIC Coupe
927,CUS2419,44,Married,5,Connecticut,220000,40-60,CD,AMG G65 SUV
928,CUS2420,47,Married,3,Pennsylvania,70000,40-60,LD,CLS550 Coupe
929,CUS2422,43,Married,6,Florida,50000,40-60,LD,GLE 350e 4MATIC SUV
930,CUS2424,55,Single,4,Indiana,100000,40-60,LD,S550 4MATIC Sedan
931,CUS2425,23,Married,6,New Mexico,30000,20-40,LD,GLA 4MATIC SUV
932,CUS2427,29,Married,4,Iowa,100000,20-40,LD,S550 4MATIC Sedan
933,CUS2428,59,Single,5,New Jersey,100000,40-60,LD,AMG GLE63 SUV
934,CUS2429,39,Married,5,Maine,100000,20-40,LD,AMG GLE63 SUV
935,CUS2430,64,Married,3,Oklahoma,80000,>60,LD,2016 CLS550 4MATIC Coupe
936,CUS2432,52,Single,6,Louisiana,30000,40-60,LD,GLA 4MATIC SUV
937,CUS2440,64,Single,2,Massachusetts,90000,>60,LD,SL 450 Roadster
938,CUS2442,24,Single,4,Tennessee,100000,20-40,LD,S550 4MATIC Sedan
939,CUS2443,21,Single,4,Missouri,40000,20-40,LD,C300 4MATIC SEDAN
940,CUS2448,63,Single,2,Hawaii,50000,>60,LD,SLC 300 Roadster
941,CUS2450,45,Married,3,Louisiana,120000,40-60,LD,S550 4MATIC Coupe
942,CUS2451,34,Married,5,West Virginia,40000,20-40,LD,GLC300 4MATIC SUV
943,CUS2453,49,Married,4,Wyoming,100000,40-60,LD,S550 4MATIC Sedan
944,CUS2457,21,Married,4,Virginia,60000,20-40,LD,E400 4MATIC WAGON
945,CUS2458,49,Married,3,Kansas,110000,40-60,LD,AMG GT
946,CUS2459,62,Single,4,South Dakota,100000,>60,LD,S550 4MATIC Sedan
947,CUS2460,62,Married,3,North Dakota,30000,>60,LD,CLA250 4MATIC Coupe
948,CUS2463,64,Married,5,Georgia,90000,>60,LD,GLS550 SUV
949,CUS2465,20,Married,4,New Mexico,140000,20-40,LD,AMG S63 Sedan
950,CUS2467,39,Single,5,New York,30000,20-40,LD,GLA 4MATIC SUV
951,CUS2469,19,Married,3,Iowa,120000,<20,LD,S550 4MATIC Coupe
952,CUS2470,21,Single,4,Vermont,230000,20-40,LD,AMG S65 Sedan
953,CUS2472,39,Single,4,New York,60000,20-40,LD,E400 4MATIC WAGON
954,CUS2474,49,Married,4,Idaho,230000,40-60,LD,AMG S65 Sedan
955,CUS2475,59,Single,5,Illinois,30000,40-60,LD,GLA 4MATIC SUV
956,CUS2476,20,Married,5,Massachusetts,120000,20-40,LD,AMG GLS63 SUV
957,CUS2479,29,Married,6,Maryland,70000,20-40,LD,AMG GLE43 SUV
958,CUS2483,29,Single,5,Delaware,220000,20-40,CD,AMG G65 SUV
959,CUS2485,23,Married,4,Washington,70000,20-40,LD,AMG C63 S Sedan
960,CUS2489,50,Married,2,Maine,130000,40-60,LD,S550 Cabriolet
961,CUS2490,26,Married,2,New Jersey,130000,20-40,LD,S550 Cabriolet
962,CUS2499,32,Married,4,Wisconsin,50000,20-40,LD,E300 4MATIC Sedan
963,CUS2500,23,Single,3,District of Columbia,80000,20-40,CD,AMG C63 S Coupe
964,CUS2505,63,Married,4,United States Virgin Islands,100000,>60,LD,S550 4MATIC Sedan
965,CUS2506,53,Single,4,Washington,40000,40-60,LD,C300 4MATIC SEDAN
966,CUS2507,49,Married,3,United States Virgin Islands,120000,40-60,LD,S550 4MATIC Coupe
967,CUS2508,45,Married,4,Puerto Rico,230000,40-60,LD,AMG S65 Sedan
968,CUS2510,34,Single,3,District of Columbia,80000,20-40,CD,AMG C63 S Coupe
969,CUS2512,32,Single,5,Georgia,70000,20-40,LD,AMG GLE43 SUV
970,CUS2513,27,Single,5,Arkansas,70000,20-40,CD,AMG GLE43 SUV
971,CUS2515,54,Single,6,Nevada,50000,40-60,LD,GLE 350e 4MATIC SUV
972,CUS2519,18,Single,4,North Carolina,100000,<20,LD,S550 4MATIC Sedan
973,CUS2525,40,Married,3,Wyoming,80000,40-60,LD,2016 CLS550 4MATIC Coupe
974,CUS2527,56,Married,5,Missouri,110000,40-60,LD,AMG GLE63 S SUV
975,CUS2528,30,Single,5,Texas,140000,20-40,LD,AMG G63 SUV
976,CUS2530,25,Married,4,Illinois,60000,20-40,LD,E400 4MATIC WAGON
977,CUS2534,37,Married,5,American Samoa,70000,20-40,CD,AMG GLE43 SUV
978,CUS2540,23,Single,3,Rhode Island,130000,20-40,LD,AMG GT S
979,CUS2543,53,Single,3,Pennsylvania,60000,40-60,LD,E550 Coupe
980,CUS2545,38,Single,2,Vermont,90000,20-40,LD,SL 450 Roadster
981,CUS2546,22,Single,6,Nebraska,220000,20-40,LD,AMG G65 SUV
982,CUS2548,32,Married,2,Iowa,250000,20-40,LD,AMG S65 Cabriolet
983,CUS2568,46,Single,3,Oklahoma,50000,40-60,LD,GLC300 4MATIC Coupe
984,CUS2572,59,Single,2,Montana,90000,40-60,LD,SL 450 Roadster
985,CUS2573,20,Married,4,North Dakota,60000,20-40,LD,E400 4MATIC WAGON
986,CUS2577,20,Single,3,Arizona,130000,20-40,CD,AMG GT S
987,CUS2579,50,Single,3,California,240000,40-60,CD,AMG S65 Coupe
988,CUS2580,43,Single,5,Arizona,70000,40-60,CD,GLS450 SUV
989,CUS2584,36,Single,3,Connecticut,70000,20-40,CD,2016 CLS400 Coupe
990,CUS2585,22,Married,3,Washington,50000,20-40,LD,GLC300 4MATIC Coupe
991,CUS2588,39,Married,5,Vermont,220000,20-40,LD,AMG G65 SUV
992,CUS2589,53,Single,3,Kentucky,70000,40-60,LD,CLS550 Coupe
993,CUS2590,39,Single,3,Oklahoma,240000,20-40,LD,AMG S65 Coupe
